"","Sex","Age","Household Type","District","House_Clothes","Cooking","Shopping","Admin","Repairs","Childcare","Elderly_care","Other_care","House_Clothes_Help","Cooking_Help","Shopping_Help","Admin_Help","Repairs_Help","Childcare_Help","Elderly_care_Help","Other_care_Help","Overall_chores"
"1539","Female",45,"Couple with children","Distrito de Chamberí","Both","Both","Both","Woman","None",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"1540","Female",53,"Couple with children","Distrito de Chamberí","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","Paid help","Both"
"1541","Male",44,"Couple with children","Distrito de Chamberí","Man","Man","Both","Both","Both","Man",NA,"None","Paid help","No help","No help","No help","No help","No help","No answer","No help","Both"
"1542","Female",55,"Couple with children","Distrito de Chamberí","Woman","Both","Woman","Man","Woman",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"1543","Male",54,"Couple with children","Distrito de Chamberí","Both","Both","Both","Both","Both","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"1544","Female",72,"Couple with children","Distrito de Chamberí","None","Woman","Both","Both","Man",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Both"
"1545","Male",64,"Couple with children","Distrito de Chamberí","Both","Both","Both","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"1546","Male",48,"Couple with children","Distrito de Chamberí","Both","Both","Both","Both","Both","Both",NA,"Both","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"1547","Female",70,"Couple with children","Distrito de Chamberí","Both","Both","Both","Both","Both",NA,"Both","Both","Paid help","No help","No help","No help","No help","No answer","No help","No help","Both"
"1548","Female",61,"Couple with children","Distrito de Chamberí","Woman","Woman","Woman","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"1549","Female",46,"Couple with children","Distrito de Chamberí","Woman","Woman","Woman","Both","Man","Woman","Woman","Both","Paid help","No help","No help","No help","No help","No help","No help","Unpaid help","Woman"
"1550","Male",34,"Couple with children","Distrito de Chamberí","Both","Both","Both","Both","Both","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"1551","Male",59,"Couple with children","Distrito de Chamberí","Both","Both","Both","Both","Both",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"1552","Female",47,"Couple with children","Distrito de Chamberí","None","Both","Woman","Woman","Both","Both",NA,"Both","Paid help","Paid help","No help","No help","No help","No help","No answer","No help","Both"
"1553","Male",60,"Couple with children","Distrito de Chamberí","None","None","Both","Both","None",NA,"Both","None","Paid help","Paid help","No help","No help","Paid help","No answer","Paid help","No help","None"
"1554","Female",50,"Couple with children","Distrito de Chamberí","Woman","Woman","Man","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"1555","Male",57,"Couple with children","Distrito de Chamberí","Both","Both","Both","Both","Both",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"1556","Male",83,"Couple with children","Distrito de Chamberí","Woman","Woman","Woman","Woman","None",NA,"Woman","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Woman"
"1557","Female",50,"Couple with children","Distrito de Chamberí","Woman","Woman","Both","Man","Man","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"1558","Male",43,"Couple with children","Distrito de Chamberí","Both","Both","Both","Both","Both","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"1559","Male",52,"Couple with children","Distrito de Chamberí","Both","Both","Both","Man","Man",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"1560","Female",54,"Couple with children","Distrito de Chamberí","Both","Woman","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"1561","Female",62,"Couple with children","Distrito de Chamberí","Woman","Both","Both","Woman","Man",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"1562","Female",50,"Couple with children","Distrito de Chamberí","Both","Both","Both","Both","Both","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"1563","Male",60,"Couple with children","Distrito de Chamberí","Both","Both","Both","Man","None",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"1564","Female",55,"Couple with children","Distrito de Chamberí","None","Woman","Woman","Both","None",NA,NA,"None","Paid help","No help","No help","No help","Paid help","No answer","No answer","Paid help","Woman"
"1565","Male",64,"Couple with children","Distrito de Chamberí","None","Both","Both","Man","Man",NA,NA,"None","Paid help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"1566","Female",63,"Couple with children","Distrito de Chamberí","Both","Both","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"1567","Female",69,"Couple with children","Distrito de Chamberí","Woman","Woman","Woman","Woman","Woman",NA,"Woman","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"1568","Female",37,"Couple with children","Distrito de Chamberí","Woman","Woman","Both","Both","Man","Both",NA,"None","Paid help","Paid help","No help","No help","No help","No help","No answer","No help","Both"
"1569","Female",56,"Couple with children","Distrito de Chamberí","Woman","Woman","Woman","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"1570","Female",62,"Couple with children","Distrito de Chamberí","None","None","Man","Woman","Both",NA,NA,"Woman","Paid help","Paid help","No help","No help","No help","No answer","No answer","Paid help","Woman"
"1571","Male",48,"Other","Distrito de Chamberí","Both","Both","Man","Both","Man",NA,"Man","None","No help","No help","No help","No help","Paid help","No answer","Unpaid help","No help","Man"
"1572","Female",93,"Other","Distrito de Chamberí","Both","Both","Woman","Man","None","Both","None","None","No help","No help","No help","No help","Paid help","No help","No help","No help","None"
"1573","Male",53,"Other","Distrito de Chamberí","None","None","None","Man","Man",NA,"None","None","Paid help","Paid help","Paid help","No help","No help","No answer","No help","No help","None"
"1574","Male",76,"Other","Distrito de Chamberí","None","Woman","Both","Man","Man",NA,"Woman","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"1575","Male",61,"Other","Distrito de Chamberí","Woman","Both","Woman","Both","None","Woman",NA,"None","Paid help","Paid help","No help","No help","No help","No help","No answer","No help","Both"
"1576","Male",79,"Other","Distrito de Chamberí","Both","None","None","Both","Both",NA,"Both","Both","Paid help","No help","No help","No help","No help","No answer","No help","No help","Both"
"1577","Male",44,"Other","Distrito de Chamberí","Woman","Woman","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","Unpaid help","No answer","No help","No help","Both"
"1578","Male",42,"Other","Distrito de Chamberí","Both","Both","Both","Both","Both","Both","Both","None","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"1579","Male",79,"Other","Distrito de Chamberí","Both","Man","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"1580","Female",67,"Other","Distrito de Chamberí","Woman","Woman","Both","Both","Both",NA,"None","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"1581","Male",95,"Other","Distrito de Chamberí","Both","Both","Both","Both","None",NA,"Woman","None","Paid help","Paid help","Paid help","No help","No help","No answer","No help","No help","Both"
"1582","Male",74,"Other","Distrito de Chamberí","Both","Both","Both","Man","Man","Both","None","None","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"1583","Male",62,"Other","Distrito de Chamberí","Both","Both","Both","Both","Both",NA,"Woman","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"1584","Female",67,"Other","Distrito de Chamberí","Both","Woman","Man","Woman","None",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","None"
"1585","Female",48,"Other","Distrito de Chamberí","Woman","Woman","Woman","Woman","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"1586","Female",84,"Other","Distrito de Chamberí","Woman","Woman","Woman","None","None",NA,"Woman","None","No help","No help","Unpaid help","Unpaid help","Unpaid help","No answer","No help","No help","Woman"
"1587","Female",27,"Other","Distrito de Chamberí","Woman","Woman","Woman","Woman","Woman",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"1588","Female",73,"Other","Distrito de Chamberí","Both","Both","Woman","Both","Both","Both","Both","Both","Paid help","Paid help","No help","No help","Paid help","Paid help","No help","No help","Both"
"1589","Female",54,"Other","Distrito de Chamberí","Woman","Both","Both","Both","None","Both","None","None","Paid help","No help","No help","No help","Paid help","No help","No help","No help","Both"
"1590","Female",75,"Other","Distrito de Chamberí","None","Woman","Woman","Woman","None",NA,"None","None","Paid help","No help","No help","No help","Paid help","No answer","No help","No help","Woman"
